id,role,company_id,name_cleaned
1774,,869,Ythalo Silva
1775,,869,Fábio Witt
1776,,870,Omar Said López Tronco
1777,,870,Marisol Sánchez
1778,,871,Alejandro Flores-Hernandez
1779,,871,Mauricio Martínez
1780,,872,Chris Hsu
1781,,872,Steve Troy
1782,,873,Fai Nur
1783,,873,Blossom Okonkwo
1784,,873,Great Okonkwo
1785,,874,Rafal Pielak
1786,,874,Jen Wan
1787,,875,Alexander Carlson
1788,,875,Will Collier
1789,,875,Charlie Durbin
1790,,875,Will Kantaros
1791,,876,Taylor Baldwin
1792,,876,Paul Butler
1793,,877,Oban Mactavish
1794,,877,Cooper Hart
1795,,878,Andrei Soroker
1796,,879,Andrew Israel
1797,,880,Gabriel Barreto
1798,,880,John Burnham
1799,,880,Samuel Burnham
1800,,881,Emil Dalgård Rasmussen
1801,,881,Kamil Ryszkowski
1802,,882,Junaid Babatunde
1803,,882,Moses Enenwali
1804,,883,Yazin Alirhayim
1805,,884,Gorka Aguirre
1806,,884,Juan Coll Soler
1807,,885,Arosha Brouwer
1808,,885,Lucy Howie
1809,,886,Aamir Hudda
1810,,886,Joseph Yeh
1811,,887,Soumyajit Das
1812,,887,Samay Jain
1813,,888,Zhixuan Lai
1814,,888,Haoyu Zha
1815,,889,Teddy Li
1816,,889,Weeks Mensah
1817,,889,Kwadwo Nyarko
1818,,890,Danilo Cabello
1819,,890,Jason Goldlist
1820,,890,Pei Li
1821,,890,Frank Poon
1822,,891,Maxim Perumal
1823,,892,Ulises Carrasco
1824,,892,Mahmoud Parto
1825,Other,893,Jovan Choongh
1826,Other,893,Karan Grover
1827,,894,Zachary Kirby
1828,,894,Avery Yip
1829,,895,Kuberan Marimuthu
1830,,896,Brad Brenner
1831,,896,Kevin Bunarjo
1832,,896,Isaac Eaves
1833,,897,Vinesh Arun
1834,,897,Kunal Garg
1835,,897,Ian Yanusko
1836,Other,898,Justin Cannon
1837,,899,Miran Junaidi
1838,,899,Sourav Sanyal
1839,,900,Christian Hermawan
1840,,900,Fajar Kuntoro
1841,,900,Daniel Van Leeuwen
1842,,900,Hendry Chou
1843,,901,Ben Best
1844,,901,Catherine Denis
1845,,901,Mina Shahid
1846,,902,Jeremy Albinet
1847,,902,Chafik Belhaoues
1848,,903,Celilsemi Sam Erkiner
1849,,903,Jeevika Makani
1850,,904,Neil Chen
1851,,904,Nish Ithayakumar
1852,,904,Liusha Huang
1853,,905,Mason Chilmonczyk
1854,,906,Ingrid Van Welie
1855,,907,Maria Doliashvili
1856,,907,Ana Robakidze
1857,,908,Nelson Jones
1858,,908,Saaras Mehan
1859,,909,Omar Shams
1860,,910,Sebastian Arce
1861,,910,Ruben Cordoba
1862,,910,Vladimir Guzman
1863,,911,Alexander Björkenstam
1864,,911,Edvin Fernqvist
1865,,911,Benjamin Waye
1866,,912,Yohan Elbase
1867,,912,Kevin Ohana
1868,,913,Craig Weiss
1869,,914,Shourya Lala
1870,,914,Manish Maryada
1871,,915,Abhishek Jain
1872,,915,Aditya Ketkar
1873,,916,Jill Boyce
1874,,916,Basel Salahieh
1875,,917,Forrest Briggs
1876,Other,918,Tunde Akinnuwa
1877,Other,918,Emeka Okwuagwu
1878,Other,918,Yele Oyekola
1879,,919,Manish Reddy
1880,,919,Sarthak Agrawal
1881,,920,Chung Wong
1882,,920,Tin Wong
1883,Other,921,Lee C. Lin
1884,Other,921,Lawrence Zhou
1885,,922,Jitin Bhasin
1886,,922,Gaurav Luthra
1887,,922,Anurag Varma
1888,,923,Tim Lee
1889,,923,Ben Wong
1890,,924,Paulin Andurand
1891,,924,Nicolas Le Jeune
1892,,925,Haakon Brunell
1893,,925,Hans Arne Flåto
1894,,925,Kristoffer Roil
1895,,926,Brad Sickles
1896,,926,Scott Sickles
1897,,927,Youmin Kim
1898,,928,Gabriel Archanjo
1899,,928,Lorhan Caproni
1900,,929,Hakeem Adeyemi Orewole
1901,,929,Bashir Aminu
1902,,929,John Anisere
1903,,930,Phil Brennan
1904,,930,Glen Wise
1905,,931,Lione Alushula
1906,,931,George Mbuthia
1907,,931,Anthony Wagacha
1908,,932,Joybroto Ganguly
1909,,932,Sriramkumar Sundararaman
1910,,933,Akshat Singhal
1911,,933,Pratik Mohapatra
1912,,934,Femi Iromini
1913,,934,Adedapo Sobayo
1914,,935,Perry Zheng
1915,,936,Gary Lin
1916,Other,937,Tomi Amao
1917,Other,937,Sam Keiru
1918,,938,Sinan Ismail
1919,,939,Anna Joo Fee
1920,,940,Alexandros Chaaraoui
1921,,940,Oleg Kozynenko
1922,,940,Jose Padilla
1923,,940,Jose Luis Perez
1924,,940,Pedro Trujillano
1925,,941,Jd Dance
1926,,941,Joseph Sciarrino
1927,Other,942,Preeti Bhargava
1928,,942,Nitesh Shroff
1929,,943,Neeraj Dasila
1930,,943,Govinda Upadhyay
1931,,944,Siamak Freydoonnejad
1932,,944,Sina Zargaran
1933,,945,David Hayes
1934,,945,Manu Zope
1935,Other,946,Joel Koshy
1936,Other,946,Rahul Mallapur
1937,Other,946,Bently Nixon
1938,,947,Phillip Aubrey
1939,,948,Daniel Afolayan
1940,,949,Kayode Disu
1941,,949,Peter Ekunkoya
1942,,950,Arcadiy Golubovich
1943,,951,Robert Hinckley
1944,,951,Austin Petersen
1945,,951,Alexander Steffen
1946,,952,Mark Fischel
1947,,952,Harry Humfrey
1948,,952,Will Taylor
1949,,953,Eduardo Ortiz De Lanzagorta Gonzalez
1950,,954,Primerose Katena
1951,,954,Felix Manford
1952,,954,Derrick Mungai
1953,,954,Evans Darbo Boateng
1954,,955,Emmanuel Aina
1955,,955,Subomi Oluwalana
1956,,956,Andrew Airelobhegbe
1957,,956,Impact Airelobhegbe
1958,,956,Praise Osagie
1959,,956,Godstime Asine
1960,,957,Tobi Ololade
1961,,957,Ayomide Oso
1962,,958,Kashif Saleem
1963,,959,Ben Sand
1964,,960,Joseph Femi Aghedo
1965,,960,Idorenyin Obong
1966,,961,Faouzi El Yagoubi
1967,,961,Anji Ismail
1968,,962,Farooq Tirmizi
1969,,962,Uzair Mahmud
1970,,963,Callum Ferguson
1971,,963,Cameron Ferguson
1972,,964,Daria Balatsky
1973,,964,Alex Brown
1974,,964,Caroline Mckeon
1975,,965,Phi Dang
1976,,965,Jasmine Huynh
1977,,966,Niyi Adegboye
1978,,966,Lanre Ogungbe
1979,,966,Ebuka Obi
1980,,967,Tyler Carbone
1981,,967,Amir Tarighat
1982,,968,Joakim Bruchmann
1983,,968,Oscar Vingtoft
1984,,969,Aman Bhayana
1985,,970,Arsalan Bashir
1986,,971,Fabio Schmidberger
1987,,971,Marcel Schmidberger
1988,,971,Erik Ziegler
1989,,972,Sachin Jain
1990,,972,Sagar Soni
1991,,973,Tamanjit Bindra
1992,,973,Snehanshu Gandhi
1993,,973,Gaurav Shrishrimal
1994,,974,Robert Nyangate
1995,,974,Alphas Sinja
1996,Other,975,John Flash Dada
1997,Other,975,Henry Mascot
1998,,976,Amr Yussif
1999,,976,Matthieu Capelle
2000,Other,977,Sipra Laddha
2001,Other,977,Shama Rathi
2002,,978,Vamsee Koneru
2003,,979,Tom Firth
2004,,980,Aditya Padwal
2005,,980,Jai Thirani
2006,,981,Robert Baron
2007,,981,James Jara
2008,,981,Federico Patiño
2009,,982,Minh Chung Hoang
2010,,982,Wesley Zheng
2011,,983,Erica Du
2012,,983,Jennifer Liu
2013,,984,John Jost
2014,,984,Maxim Karpov
2015,Other,985,Ricardo Wölker
2016,Other,985,Alexander Von Boetticher
2017,,986,Umair Aslam
2018,,986,Sameel Hayat
2019,,986,Shoaib Khan
2020,,986,Fawad Hussain
2021,,987,Asher Adeniyi
2022,,987,Kingsley Michael
2023,,987,Efosa Uwoghiren
2024,,988,Ezequiel Bucai
2025,,988,Lucrecia Porta
2026,,989,Rakesh Goyal
2027,,990,Hernan Lopez Conde
2028,,990,Santiago Pezzoni
2029,,991,Juan Diego Galvez
2030,,991,Federico Benavides
2031,,992,Coco Zuloaga
2032,,992,Aaron Neiderhiser
2033,,993,Yinka Elujoba
2034,,993,Eni Joshua
2035,,994,Zack Field
2036,,994,Rani Mavram
2037,,995,Sandilya Miduthuri
2038,,995,Chalam Pvs
2039,,996,Michael Do
2040,,996,Phuoc Tran
2041,,997,Kunal Popat
2042,,997,Rachit Puri
2043,,998,Udita Pal
2044,,998,Ankit Parasher
2045,,999,Roy Stillwell
2046,,1000,Malcolm-Wiley Floyd
2047,,1000,Scott Fritz
